# BUSCO version is: 5.1.3 
# The lineage dataset is: nematoda_odb10 (Creation date: 2020-08-05, number of genomes: 7, number of BUSCOs: 3131)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
0at6231	Complete	IV	5124816	5153013	+	9331.5	5769
4at6231	Complete	I	3480436	3496586	-	6417.8	3777	https://www.orthodb.org/v10?query=4at6231	Dynein heavy chain, cytoplasmic
6at6231	Complete	X	4975019	4993026	-	5267.2	3675
7at6231	Complete	III	5454079	5476872	+	4196.2	2775
9at6231	Complete	III	2643293	2655613	+	2543.2	2786
18at6231	Complete	I	5024322	5035611	+	3165.4	2501	https://www.orthodb.org/v10?query=18at6231	Vacuolar protein sorting-associated protein 13
19at6231	Complete	X	4952153	4962540	+	3846.5	2471	https://www.orthodb.org/v10?query=19at6231	putative scavenger receptor cysteine-rich domain protein
20at6231	Complete	II	3038290	3047871	-	1563.5	2027
21at6231	Complete	X	8614591	8628789	-	3338.3	2461
22at6231	Complete	I	5072679	5088287	+	3024.9	2139
23at6231	Complete	III	3615084	3631514	+	5732.4	3638
25at6231	Complete	X	3823239	3834035	+	2942.7	2172
28at6231	Complete	III	1803410	1811532	+	4532.5	2042
29at6231	Complete	IV	2559255	2569972	-	2350.6	1933
31at6231	Missing
32at6231	Complete	V	5130703	5139717	+	4008.0	2174
35at6231	Complete	X	4042548	4051751	+	3534.5	1916
39at6231	Complete	V	5373410	5383844	-	2434.8	1681
40at6231	Fragmented	X	8786057	8791528	+	924.4	786
43at6231	Complete	I	4197840	4206182	+	2512.6	1864	https://www.orthodb.org/v10?query=43at6231	CRE-RME-8 protein
45at6231	Complete	III	447425	456986	-	2345.3	1714
48at6231	Complete	I	1987245	1994700	+	2217.7	1648
49at6231	Complete	X	1193357	1195070	+	393.2	364
55at6231	Complete	I	5931992	5939802	-	2080.6	1559
57at6231	Complete	I	3235823	3238324	-	680.7	533
60at6231	Complete	IV	8030671	8044128	-	3602.9	2801
63at6231	Complete	IV	6501789	6515688	+	3092.1	2400
65at6231	Complete	II	6014790	6022058	+	1681.5	1375
67at6231	Complete	X	8577021	8588760	+	3355.4	1858
68at6231	Complete	I	4430111	4436075	-	1760.9	1388	https://www.orthodb.org/v10?query=68at6231	Hypothetical protein CBG04027
72at6231	Complete	III	4369855	4375847	+	2899.0	1476	https://www.orthodb.org/v10?query=72at6231	Clathrin heavy chain
74at6231	Complete	I	1587278	1597545	+	2907.2	1452
76at6231	Complete	I	247212	268067	+	2556.6	2012
86at6231	Complete	X	156945	164257	-	2102.1	1546	https://www.orthodb.org/v10?query=86at6231	CRE-NMY-1 protein
88at6231	Complete	X	6908565	6916039	-	3040.8	1698
90at6231	Fragmented	V	2607582	2613074	+	2441.0	1282
91at6231	Complete	IV	8079822	8084607	-	752.1	900
92at6231	Complete	III	3497367	3503003	-	1754.0	1241	https://www.orthodb.org/v10?query=92at6231	DEAD/DEAH box helicase
96at6231	Fragmented	IV	4801704	4807379	+	1050.6	964	https://www.orthodb.org/v10?query=96at6231	Monensin-resistant homolog 2
97at6231	Complete	X	5364808	5371703	+	3018.8	1725	https://www.orthodb.org/v10?query=97at6231	CRE-MYO-5 protein
100at6231	Missing
101at6231	Complete	V	5832560	5845096	+	1614.5	1386
107at6231	Complete	II	5592209	5598155	+	2096.5	1279
112at6231	Complete	V	2306547	2313826	-	592.6	1132	https://www.orthodb.org/v10?query=112at6231	CRE-CRB-1 protein
