# BUSCO version is: 5.1.3 
# The lineage dataset is: nematoda_odb10 (Creation date: 2020-08-05, number of genomes: 7, number of BUSCOs: 3131)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
0at6231	Complete	IV	9454365	9484802	+	9227.2	5842
4at6231	Complete	I	5041758	5057500	-	5829.5	3583	https://www.orthodb.org/v10?query=4at6231	Dynein heavy chain, cytoplasmic
6at6231	Complete	X	6073128	6092963	+	5349.2	3809
7at6231	Complete	III	5872737	5886547	-	4434.5	2801
9at6231	Complete	III	4701888	4713367	+	2113.8	2365
18at6231	Duplicated	I	8019237	8031785	+	3090.9	2497	https://www.orthodb.org/v10?query=18at6231	Vacuolar protein sorting-associated protein 13
18at6231	Duplicated	I	9112295	9123595	+	3192.9	2519	https://www.orthodb.org/v10?query=18at6231	Vacuolar protein sorting-associated protein 13
19at6231	Complete	X	6107861	6118420	-	3486.5	2384	https://www.orthodb.org/v10?query=19at6231	putative scavenger receptor cysteine-rich domain protein
20at6231	Complete	II	7714033	7724342	+	1307.6	1684
21at6231	Complete	X	2010012	2024744	+	3403.1	2539
22at6231	Complete	I	8358960	8384468	-	2927.1	2014
23at6231	Complete	III	5182782	5199459	+	5696.8	3664
25at6231	Complete	X	10913273	10924222	+	3064.0	2210
28at6231	Complete	III	4173088	4181495	+	4535.1	2069
29at6231	Complete	IV	5988737	5999848	+	2450.2	2042
31at6231	Missing
32at6231	Complete	V	2941378	2950142	-	3962.9	2147
35at6231	Complete	X	11267502	11276655	+	3625.0	1957
39at6231	Complete	V	2571250	2579642	-	2766.6	1800
40at6231	Fragmented	X	1856356	1862613	-	1026.0	783
43at6231	Complete	I	7125857	7134152	-	2418.4	1819	https://www.orthodb.org/v10?query=43at6231	CRE-RME-8 protein
45at6231	Complete	III	447126	454937	-	2399.4	1829
48at6231	Complete	I	376961	384838	-	2196.1	1644
49at6231	Complete	X	8779973	8781640	-	325.4	331
55at6231	Complete	III	6639580	6647173	+	2114.6	1505
57at6231	Complete	I	6932424	6934718	-	658.4	503
60at6231	Complete	IV	8959894	8971926	-	3597.2	2755
63at6231	Complete	IV	5379395	5390675	-	3348.0	2420
65at6231	Complete	II	5641639	5648001	-	1623.4	1365
67at6231	Complete	X	2367098	2380424	+	3286.4	1839
68at6231	Complete	I	8627159	8633242	+	1804.0	1380	https://www.orthodb.org/v10?query=68at6231	Hypothetical protein CBG04027
72at6231	Duplicated	III	6454535	6460529	+	2808.3	1476	https://www.orthodb.org/v10?query=72at6231	Clathrin heavy chain
72at6231	Duplicated	IV	2685004	2690979	+	2639.2	1430	https://www.orthodb.org/v10?query=72at6231	Clathrin heavy chain
72at6231	Duplicated	V	2382669	2388653	+	2422.2	1357	https://www.orthodb.org/v10?query=72at6231	Clathrin heavy chain
74at6231	Complete	I	9665459	9672044	-	2688.0	1421
76at6231	Complete	I	9238186	9259074	+	2571.3	2085
86at6231	Complete	X	6394425	6402415	-	2667.1	1741	https://www.orthodb.org/v10?query=86at6231	CRE-NMY-1 protein
88at6231	Duplicated	II	6889260	6896449	+	2485.7	1678
88at6231	Duplicated	X	3938150	3945803	+	2904.2	1698
90at6231	Complete	V	9874185	9880386	-	2893.0	1541
91at6231	Complete	IV	8873275	8878566	+	895.8	1062
92at6231	Complete	IV	6894978	6900273	-	1729.7	1280	https://www.orthodb.org/v10?query=92at6231	DEAD/DEAH box helicase
96at6231	Complete	IV	7990550	7997445	-	1322.7	1312	https://www.orthodb.org/v10?query=96at6231	Monensin-resistant homolog 2
97at6231	Complete	X	4930660	4937648	-	2964.2	1754	https://www.orthodb.org/v10?query=97at6231	CRE-MYO-5 protein
100at6231	Missing
101at6231	Complete	V	2131532	2138048	-	1823.2	1451
107at6231	Complete	II	5133551	5139630	-	1978.9	1247
112at6231	Complete	V	4534925	4540179	+	649.0	947	https://www.orthodb.org/v10?query=112at6231	CRE-CRB-1 protein
117at6231	Complete	I	5977711	5985465	+	1392.8	1298	https://www.orthodb.org/v10?query=117at6231	putative ATP-dependent Clp protease adaptor protein ClpS
119at6231	Complete	III	4555924	4561089	-	1812.2	1167	https://www.orthodb.org/v10?query=119at6231	Dual oxidase 1
121at6231	Complete	I	2746957	2755460	-	1609.5	1140
125at6231	Missing
127at6231	Complete	V	3740222	3744924	+	2073.6	1200
131at6231	Missing
132at6231	Complete	III	6414398	6421148	-	1777.1	1296
137at6231	Complete	III	9244966	9251232	+	1911.6	1368
139at6231	Complete	X	3055342	3062090	+	1975.8	1148
144at6231	Complete	V	4798252	4801138	-	776.6	584
146at6231	Complete	II	55609	61948	+	1276.2	940
147at6231	Complete	V	4405786	4412898	-	1201.9	1154
149at6231	Duplicated	I	4252654	4257705	+	1328.9	892
149at6231	Duplicated	II	9482753	9488412	+	1367.5	892
151at6231	Complete	III	5261949	5272694	+	2825.1	1767
152at6231	Complete	II	10210765	10217419	+	1058.0	924
161at6231	Complete	II	9816023	9821388	+	1757.3	1227
164at6231	Complete	X	3566678	3570921	+	1293.7	996	https://www.orthodb.org/v10?query=164at6231	CRE-PIKI-1 protein
165at6231	Complete	X	3476869	3482075	+	1274.4	929
166at6231	Complete	III	6226894	6231714	+	1337.4	1138
170at6231	Complete	IV	2725826	2733207	-	1078.1	879
172at6231	Complete	IV	7781040	7787594	+	1060.7	885
174at6231	Fragmented	III	8390140	8394108	+	1112.4	702
175at6231	Complete	I	9617531	9623903	-	1917.4	1042
181at6231	Fragmented	II	5497907	5501431	-	842.4	656
183at6231	Missing
184at6231	Complete	II	5513894	5517339	+	528.4	731
185at6231	Complete	III	4680673	4685860	+	1935.2	1108
189at6231	Complete	V	10843364	10849194	+	737.0	1042	https://www.orthodb.org/v10?query=189at6231	putative myosin head
190at6231	Complete	II	8385768	8393271	+	930.9	782	https://www.orthodb.org/v10?query=190at6231	Protein-tyrosine phosphatase
194at6231	Complete	IV	3670527	3675439	+	1265.4	858
196at6231	Complete	III	8249317	8258224	-	1673.9	1015
197at6231	Complete	II	9023372	9028342	+	1312.2	971
198at6231	Complete	V	2562676	2565864	-	969.4	776
199at6231	Missing
201at6231	Complete	II	4018306	4022126	-	653.3	729
204at6231	Complete	I	5932896	5938303	+	1711.8	1173
210at6231	Complete	III	98861	101396	-	811.3	599	https://www.orthodb.org/v10?query=210at6231	Histone-lysine N-methyltransferase
211at6231	Complete	III	4297463	4300273	-	1489.7	821
216at6231	Complete	I	6635347	6648857	-	2672.7	1995	https://www.orthodb.org/v10?query=216at6231	TaLiN
217at6231	Complete	X	11363704	11372874	+	1624.5	948
219at6231	Complete	II	5090588	5094924	+	1290.9	910	https://www.orthodb.org/v10?query=219at6231	putative cysteine rich repeat-containing domain protein
223at6231	Missing
225at6231	Complete	IV	6757728	6764003	-	1638.5	1075	https://www.orthodb.org/v10?query=225at6231	CRE-NSY-1 protein
229at6231	Complete	I	3617010	3622448	+	1160.2	1064	https://www.orthodb.org/v10?query=229at6231	CRE-UNC-40 protein
232at6231	Complete	V	3709946	3714513	-	1454.9	1002	https://www.orthodb.org/v10?query=232at6231	CRE-MRP-5 protein
233at6231	Complete	IV	8446185	8449919	+	1646.8	930	https://www.orthodb.org/v10?query=233at6231	Isoleucyl-tRNA synthetase
238at6231	Complete	I	4049981	4054600	+	1475.4	937
241at6231	Complete	I	183366	187418	+	1453.5	876
243at6231	Complete	IV	8735733	8741142	+	1198.1	834
252at6231	Complete	X	434533	440024	-	1246.2	1009
255at6231	Complete	III	5346154	5358074	-	2009.1	968
256at6231	Duplicated	I	2349006	2353849	-	2112.9	1169
256at6231	Duplicated	II	1071743	1076626	+	2100.5	1177
256at6231	Duplicated	II	8493236	8498120	-	2098.6	1175
257at6231	Complete	II	6953855	6957518	+	1433.9	830	https://www.orthodb.org/v10?query=257at6231	DNA polymerase
265at6231	Complete	III	6871471	6875757	+	1048.8	835
267at6231	Complete	III	8448107	8452069	+	642.1	758
270at6231	Complete	X	1655027	1658614	+	989.9	714	https://www.orthodb.org/v10?query=270at6231	Alpha-mannosidase
271at6231	Complete	I	4971780	4975136	-	1084.5	774
