I	4100	L	60	1	106	641	8313
I	4100	L	60	-4	126	877	7080
I	4100	L	60	1	121	748	8808
I	4100	L	60	1	138	843	9958
I	4100	L	60	1	146	899	10574
I	4100	L	60	1	94	621	9819
I	37486	L	60	-2	85	530	11367
I	37486	L	60	5	77	466	12342
I	37486	L	60	5	55	330	16103
I	37486	L	60	5	74	445	7564
I	37486	L	60	5	28	167	4665
I	37486	L	60	5	40	240	8323
I	37486	L	60	5	98	649	20173
I	37486	L	60	5	53	329	15931
I	37486	L	60	5	97	649	17022
I	37486	L	60	5	73	446	16655
I	37486	L	60	5	59	351	6914
I	37486	L	60	5	84	509	9343
I	37486	L	60	5	118	725	5798
I	37486	L	60	5	90	552	10680
I	37486	L	60	5	138	846	11067
I	37486	L	60	5	74	482	13898
I	37486	L	60	5	115	695	14487
I	37486	L	60	5	49	300	12524
I	37486	L	60	5	109	696	17739
I	37486	L	60	5	162	998	11068
I	37486	L	60	5	48	293	8160
I	37486	L	60	5	99	615	10610
I	37486	L	60	5	35	241	11164
I	37486	L	60	5	91	546	16177
I	37486	L	60	5	148	893	9008
I	37486	L	60	5	102	611	10080
I	37486	L	60	5	65	389	8788
I	37486	L	60	5	117	705	13424
I	37486	L	60	5	117	722	13158
I	37486	L	60	5	58	384	17229
I	37486	L	60	5	40	240	8020
I	37486	L	60	5	110	666	7994
I	37486	L	60	5	57	342	12221
I	37486	L	60	5	63	377	9933
I	37486	L	60	5	98	600	9576
I	37486	L	60	5	69	449	10929
I	37486	L	60	5	128	782	14202
I	37486	L	60	5	80	485	7134
I	37486	L	60	5	111	704	9193
I	37486	L	60	5	89	529	9451
I	37486	L	60	5	118	724	19259
I	37486	L	60	5	37	221	13172
I	37486	L	60	5	118	728	14551
I	37486	L	60	5	58	348	12950
I	37486	L	60	5	65	402	10864
I	37486	L	60	5	122	733	20102
I	37486	L	60	5	87	532	19640
I	37489	L	60	1	71	449	17852
I	37489	L	60	1	86	589	10333
I	37489	L	60	1	13	81	17032
I	37489	L	60	1	78	663	8718
I	37489	L	60	1	115	709	10050
I	247322	R	60	1879	2	7186	18944
I	361245	R	60	1182	3	6336	21741
I	1029648	R	60	1018	2	3491	15033
I	1997085	L	60	-282	3	4078	11231
I	2240161	R	60	614	2	5037	15795
I	2717920	R	60	990	2	8753	13781
I	3336064	R	60	4570	2	11087	31996
I	4171594	L	60	-691	3	4244	10581
I	4361819	L	60	-2518	3	13297	29116
I	4611415	L	60	-4714	2	12865	20509
I	4706760	L	60	-5791	4	16981	36713
I	5265978	L	60	-2638	2	13970	29887
I	5483583	L	60	-816	3	8322	19603
I	6422678	L	60	-220	2	16638	17255
I	6723265	R	60	122	2	5759	13258
I	7780967	R	60	1	97	656	22857
I	7780967	R	60	1	34	227	19702
I	7780967	R	60	1	102	635	19601
I	7780967	R	60	1	123	758	19708
I	7780967	R	60	1	39	239	25237
I	7780967	R	60	1	53	329	18473
I	7780967	R	60	1	106	659	18639
I	7780967	R	60	1	45	295	18163
I	7780967	R	60	1	124	750	18357
I	7780967	R	60	1	67	425	17914
I	7780967	R	60	1	95	616	17203
I	7780967	R	60	1	108	653	17243
I	7780967	R	60	1	48	289	16866
I	7780967	R	60	1	168	1083	17497
I	7780967	R	60	1	59	369	16545
I	7780967	R	60	1	45	282	16429
I	7780967	R	60	1	65	396	16523
I	7780967	R	60	1	105	669	16579
I	7780967	R	60	1	143	879	16668
I	7780967	R	60	1	25	157	15942
I	7780967	R	60	1	50	306	15392
I	7780967	R	60	1	64	436	14667
I	7780967	R	60	1	101	624	14824
I	7780967	R	60	1	55	462	14417
I	7780967	R	60	1	9	62	13865
I	7780967	R	60	1	75	486	14244
I	7780967	R	60	1	19	136	13730
I	7780967	R	60	1	113	694	14032
I	7780967	R	60	1	39	247	13296
I	7780967	R	60	8	64	422	13471
I	7780967	R	60	1	69	429	13351
I	7780967	R	60	1	85	532	12978
I	7780967	R	60	1	93	566	12859
I	7780967	R	60	1	54	343	12605
I	7780967	R	60	1	135	831	12854
I	7780967	R	60	1	54	362	12413
I	7780958	R	60	9	62	410	12339
I	7780960	R	60	4	68	470	12141
I	7780967	R	60	1	116	717	12442
I	7780967	R	60	1	67	415	12067
I	7780967	R	60	1	52	314	11667
I	7780967	R	60	1	85	523	11810
I	7780967	R	60	1	44	278	11563
I	7780967	R	60	1	119	803	11832
I	7780967	R	60	1	54	330	11099
I	7780967	R	60	1	63	389	11129
I	7780967	R	60	1	89	578	11286
I	7780967	R	60	1	133	841	11430
I	7780967	R	60	1	40	247	10550
I	7780967	R	60	1	76	504	10551
I	7780959	R	60	11	49	315	10275
I	7780967	R	60	1	69	420	10327
I	7780967	R	60	1	75	490	10330
I	7780967	R	60	1	125	761	10557
I	7780966	R	60	1	38	234	9937
I	7780967	R	60	1	36	227	9388
I	7780967	R	60	1	92	561	9185
I	7780967	R	60	1	141	944	9312
I	7780967	R	60	1	85	609	8912
I	7780967	R	60	1	55	337	8592
I	7780967	R	60	1	78	470	8581
I	7780967	R	60	1	85	517	8410
I	7780967	R	60	1	75	456	7868
I	7780967	R	60	1	74	448	7835
I	7780967	R	60	1	95	605	7497
I	7780967	R	60	1	87	528	7411
I	7780967	R	60	1	74	450	7197
I	7780967	R	60	1	45	277	6787
I	7780967	R	60	1	88	534	6823
I	7780967	R	60	1	69	436	6641
I	7780967	R	60	1	103	624	6492
I	7780967	R	60	1	112	701	6282
I	7780967	R	60	1	143	876	6408
I	7780967	R	60	1	64	390	5896
I	7780967	R	60	1	111	671	5811
I	7780967	R	60	1	68	415	5550
I	7780967	R	60	1	98	594	5694
I	7780967	R	60	1	82	498	5355
I	7780967	R	60	1	81	511	5324
I	7780967	R	60	1	139	845	5088
I	7792813	R	60	5824	66	10011	18927
I	7792813	R	60	5826	155	10578	18761
II	7276	R	60	998	86	1523	10736
II	7276	R	60	999	114	1700	11427
II	7276	R	60	997	133	1853	15552
II	12806	R	60	-4	131	817	19540
II	517	L	60	-715	3	10988	12035
II	7276	R	60	998	143	1894	15829
II	517	L	60	-715	4	13714	14967
II	12806	R	60	-4	69	475	16044
II	517	L	60	-714	2	10838	16171
II	7275	R	60	997	71	1424	14174
II	12806	R	60	-4	133	861	17743
II	7276	R	60	998	117	1728	13960
II	18599	R	60	3	26	168	16435
II	18433	R	60	7	140	916	16791
II	12806	R	60	4	159	1006	9987
II	12806	R	60	-4	95	571	8716
II	18599	R	60	3	61	372	14244
II	18599	R	60	3	105	676	14403
II	12806	R	60	-4	61	375	7958
II	12806	R	36	-4	150	936	6667
II	18599	R	25	3	88	536	11786
II	18267	R	19	15	94	738	11636
II	18433	R	16	3	100	664	10591
II	15777	R	10	3	94	578	5277
II	25351	R	60	2672	2	4720	19188
II	24189	R	1	2668	3	5171	14682
II	59988	L	60	-2501	2	8366	19483
II	187503	L	60	0	102	617	9578
II	187503	L	60	0	65	415	11238
II	187503	L	60	0	87	580	7167
II	187503	L	60	0	36	231	12276
II	187503	L	60	0	48	292	16133
II	187503	L	60	0	73	445	8146
II	187503	L	60	0	70	453	10589
II	187503	L	60	0	58	363	18346
II	187503	L	60	0	65	414	14415
II	187503	L	60	0	81	526	7983
II	187503	L	60	0	55	346	11915
II	187503	L	60	0	91	550	13286
II	187503	L	60	0	74	464	20702
II	187503	L	60	0	94	612	14594
II	187503	L	60	0	67	407	9868
II	187503	L	60	0	74	460	13537
II	187503	L	60	-9	50	335	19855
II	187503	L	60	0	117	723	11907
II	187503	L	60	0	81	525	16069
II	187503	L	60	0	56	340	8831
II	187503	L	60	0	76	471	13721
II	187503	L	60	0	84	531	13610
II	187503	L	60	0	97	599	8911
II	187503	L	60	0	59	391	14973
II	187503	L	60	0	42	267	5292
II	187503	L	60	0	86	625	8925
II	187503	L	60	0	55	346	18045
II	187503	L	60	0	93	568	8541
II	187503	L	60	0	44	293	12725
II	187503	L	60	0	96	581	11608
II	187503	L	60	0	189	1156	9588
II	187503	L	60	0	32	197	10683
II	187503	L	60	0	60	371	9852
II	187503	L	60	0	103	650	20232
II	187503	L	60	0	72	446	9818
II	187503	L	60	0	63	390	11749
II	187503	L	60	0	64	395	8893
II	187503	L	60	0	106	687	12813
II	187503	L	60	0	74	459	12477
II	187503	L	60	0	37	227	10841
II	187503	L	60	0	81	496	12681
II	187503	L	60	0	120	740	12731
II	187503	L	60	0	110	685	11893
II	187503	L	60	0	94	569	12014
II	187503	L	60	0	81	492	11967
II	187503	L	60	0	88	532	8058
II	187503	L	60	0	44	276	11056
II	187503	L	60	0	76	468	9549
II	187503	L	60	0	87	527	13488
II	187503	L	60	0	85	520	11204
II	187503	L	60	0	126	765	9894
II	187503	L	60	0	101	611	12489
II	187503	L	60	0	77	472	12507
II	187503	L	60	0	50	338	17316
II	187503	L	60	0	87	585	15167
II	187503	L	60	0	164	1011	14058
II	187503	L	60	0	123	763	11412
II	187503	L	60	0	85	533	11363
II	187503	L	60	0	32	210	9708
II	187503	L	60	0	50	305	9684
II	187503	L	60	0	62	372	6742
II	187503	L	60	0	95	597	17793
II	187503	L	60	0	81	495	5562
II	187503	L	60	0	78	478	6075
II	187503	L	60	0	92	577	6647
II	187503	L	60	0	103	648	12506
II	187503	L	60	0	78	473	16723
II	187503	L	60	0	58	360	8063
II	187503	L	60	0	50	325	22640
II	187504	L	60	-2	139	918	8093
II	187504	L	60	-2	71	448	10218
II	187506	L	60	-19	65	480	4782
II	187506	L	60	-6	91	645	7398
II	187509	L	60	-7	68	441	10056
II	187510	L	60	-8	88	643	12191
II	187510	L	60	-8	122	824	15662
II	188701	L	60	-6	66	408	12779
II	466186	L	60	-4132	3	8154	24224
II	1179542	R	60	1770	2	7177	25759
II	1709831	R	60	1685	2	6704	21154
II	2022479	R	60	318	2	6566	17775
II	2191616	L	60	-1476	2	6866	24044
II	2204807	R	0	818	125	1706	16867
II	2204807	R	0	818	96	1504	10036
II	2204807	R	0	818	112	1603	9961
II	2204807	R	0	818	142	1817	16400
II	2204807	R	0	820	188	2178	10555
II	2737996	R	60	4592	2	10302	23411
II	3055437	L	60	-1315	2	10260	27075
II	3170443	L	60	-3256	2	7591	27726
II	3719436	L	60	-2516	2	7784	11448
II	4506096	R	60	9212	2	16418	17495
II	4811148	R	60	2893	3	9346	21010
II	5127324	L	60	-2546	2	12149	26612
II	5681223	L	60	-305	4	10808	29130
II	6304208	R	60	4070	2	9750	19942
II	6336885	L	60	-7636	3	9636	23815
II	6567703	L	60	-1706	2	11222	30470
II	6580878	L	60	-275	2	3397	16702
II	6812348	R	60	1791	2	2684	8426
II	7047889	R	60	1071	2	1653	14867
II	7211821	L	60	-5221	2	8126	8422
II	7413282	L	60	-4339	2	12360	28837
II	8151853	R	0	2	160	977	12481
II	8144822	R	0	-3	277	1697	6140
II	8151857	R	0	-3	63	381	11584
II	8158884	R	0	3	87	538	18647
II	8148562	R	0	-2	96	580	8001
II	8151857	R	0	-3	208	1275	11379
II	8144822	R	0	-3	266	1654	4600
II	8151857	R	0	-3	155	932	10757
II	8151857	R	0	-3	113	697	10142
II	8151857	R	0	-3	297	1844	10653
II	8151857	R	0	-3	135	824	9606
II	8150232	R	0	1	106	647	7690
II	8158888	R	0	-3	164	1027	16710
II	8151857	R	0	-3	132	848	9296
II	8151857	R	0	-3	192	1185	9379
II	8151857	R	0	-3	168	1068	9330
II	8158888	R	1	-3	94	600	15691
II	8158888	R	0	-3	62	374	15310
II	8158888	R	0	-3	142	1059	15848
II	8151857	R	0	-3	196	1277	8817
II	8158888	R	0	-3	242	1594	15991
II	8151857	R	0	-3	230	1446	8292
II	8151857	R	0	-3	127	769	7089
II	8151857	R	0	-3	200	1212	6784
II	8172954	R	1	-3	125	762	20204
II	8158888	R	0	-3	107	681	6056
II	8172950	R	1	2	163	1030	18697
II	8172954	R	1	-3	57	344	13295
II	8172954	R	0	-3	109	671	13628
II	8172954	R	1	-3	21	128	12655
II	8165919	R	0	-3	140	850	5833
II	8172954	R	1	-3	65	399	12193
II	8172954	R	0	-3	126	765	12052
II	8172954	R	0	-3	72	451	11463
II	8172954	R	0	-3	232	1471	12439
II	8172954	R	0	-3	148	890	11816
II	8172954	R	0	-3	106	719	9729
II	8172953	R	0	-1	181	1257	9573
II	8172954	R	0	-3	125	764	8894
II	8172954	R	0	-3	134	983	8750
II	8172954	R	0	-3	118	724	8141
II	8172954	R	0	-3	143	892	8262
II	8172954	R	0	-3	138	889	7829
II	8172954	R	0	-3	142	871	7491
II	8172954	R	0	-3	46	279	6861
II	8172954	R	0	-3	73	438	6972
II	8172954	R	0	-3	169	1033	7443
II	8172954	R	0	-3	136	818	6922
II	8172954	R	0	-3	178	1096	6851
II	8172954	R	0	-3	69	416	5980
II	8172954	R	0	-3	109	731	6185
II	8172954	R	0	-3	160	987	5074
II	8172954	R	0	-3	195	1177	4411
III	10470	L	1	-2	10	3778	10453
III	23142	L	1	-2	10	3087	11471
III	23142	L	1	-2	9	1546	16562
