I	5404	L	60
I	5405	L	60
I	5470	L	60
I	5583	L	60
I	5783	L	60
I	27175	L	60
I	27181	L	60
I	27185	L	60
I	27185	L	60
I	27185	L	60
I	27185	L	46
I	27185	L	60
I	27185	L	60
I	27185	L	60
I	27185	L	60
I	27185	L	60
I	27185	L	60
I	27185	L	60
I	27185	L	60
I	27185	L	60
I	27185	L	60
I	27185	L	60
I	27185	L	60
I	27185	L	60
I	27185	L	60
I	27185	L	60
I	27185	L	60
I	27185	L	60
I	27185	L	60
I	27185	L	60
I	27185	L	60
I	27185	L	60
I	27185	L	60
I	27185	L	60
I	27185	L	60
I	27185	L	60
I	27185	L	60
I	27185	L	60
I	27185	L	60
I	27185	L	60
I	27185	L	60
I	27185	L	60
I	27185	L	60
I	27185	L	60
I	27185	L	60
I	27185	L	60
I	27185	L	60
I	27185	L	60
I	27185	L	60
I	27185	L	60
I	27185	L	60
I	27185	L	60
I	27185	L	60
I	27185	L	60
I	27185	L	60
I	27185	L	60
I	27185	L	60
I	27185	L	60
I	27185	L	60
I	27185	L	60
I	27185	L	60
I	27185	L	60
I	27185	L	60
I	27185	L	60
I	27185	L	60
I	27185	L	60
I	27185	L	60
I	27185	L	60
I	27185	L	60
I	27185	L	60
I	27185	L	60
I	27185	L	60
I	27185	L	60
I	27185	L	60
I	27185	L	60
I	27185	L	60
I	27185	L	60
I	27185	L	60
I	27185	L	60
I	27185	L	60
I	27185	L	60
I	27185	L	60
I	27185	L	60
I	27185	L	60
I	27185	L	60
I	27185	L	60
I	27185	L	60
I	27185	L	60
I	27185	L	60
I	27185	L	60
I	27185	L	60
I	27185	L	60
I	27185	L	60
I	27185	L	60
I	27185	L	60
I	27185	L	60
I	27185	L	60
I	27185	L	60
I	27185	L	60
I	27185	L	60
I	27185	L	60
I	27185	L	60
I	27185	L	60
I	27186	L	60
I	27187	L	60
I	27187	L	60
I	27187	L	60
I	27188	L	60
I	27188	L	60
I	27188	L	60
I	27188	L	60
I	27189	L	60
I	27189	L	60
I	27191	L	60
I	27192	L	60
I	31124	R	60
I	27194	L	60
I	27196	L	60
I	27198	L	60
I	27198	L	60
I	27205	L	60
I	27615	L	60
I	34089	L	60
I	43094	L	60
I	62725	R	60
I	100202	R	60
I	99387	L	60
I	111456	R	60
I	156363	L	60
I	278193	L	60
I	394910	R	60
I	441003	R	60
