460ae283-1b96-4c7c-b71e-d7f1f4524574	I	1	L	1	-9	6
cc7020a0-024a-4c20-b6ec-04c976a93384	I	1	L	1	-3	28
36da9529-a99d-4c22-be79-e3ddaf7c36fd	I	3	L	1	-698	253
d297aab1-486a-42b2-961b-2391831e8d07	I	1324	R	1	2493	4
4d1c6666-3883-4eb6-a5df-fdd314a6c155	I	1303	R	1	5892	4
ea134143-475f-4474-a8b2-93005b9dbd60	I	2192	R	1	4201	14
3e26b774-996e-49bf-b65e-a044a5758cd1	I	1580	R	1	2897	2
d2ae877e-cb1e-4f42-bc61-db436d453c74	I	1521	R	1	5996	2
60498080-f82a-4074-ac0f-bd0faecac5d2	I	676	L	1	-5393	6
5419b202-90d0-47f3-a2f7-a9e33c3e02a3	I	1700	R	1	4048	2
f539cfea-4520-4970-ac25-b8d50a2af8de	I	882	L	1	-128	2
4d9a83c3-d4c7-4418-adbe-471c71e9a62c	I	1591	R	1	3112	3
63eea07a-06d6-4155-bc17-dc260b853983	I	1630	R	1	3	6
d4fadc4a-b7f2-431a-80c7-1bd7ca95048e	I	2367	R	1	1845	5
f26b535a-e5d3-4a72-8b94-8dbee71aa50b	I	462769	R	1	1030	4
f26b535a-e5d3-4a72-8b94-8dbee71aa50b	I	462399	L	1	-509	96
974c488a-1540-4edd-a4cc-e25fe4b445db	I	463300	R	1	543	3
974c488a-1540-4edd-a4cc-e25fe4b445db	I	462399	L	1	-506	133
27a9fc36-623f-4aa2-a811-df52906b35d3	I	463305	R	1	530	5
27a9fc36-623f-4aa2-a811-df52906b35d3	I	462399	L	1	-9630	123
4a2cd1c6-5711-42e4-892d-4f755bd8c038	I	463300	R	1	543	2
4a2cd1c6-5711-42e4-892d-4f755bd8c038	I	462399	L	1	-503	107
04133b1a-e76c-4b13-9b5a-40407260b6d7	I	2559058	L	6	-20833	8
edfcc5bd-70dd-4974-b75d-fcb41b03e150	I	2909007	R	25	6968	3
e5c6cee8-d091-4201-8152-22ef1479d72d	I	3002460	R	1	11553	56
e5c6cee8-d091-4201-8152-22ef1479d72d	I	3002270	L	1	-785	2
ab563f85-c3bc-4d40-87ba-9caaee9788f9	I	3002460	R	0	20821	45
ab563f85-c3bc-4d40-87ba-9caaee9788f9	I	3002274	L	0	-2551	2
6635d54a-cc07-443e-b955-2f7ce8b1abfc	I	3002460	R	0	5524	153
6635d54a-cc07-443e-b955-2f7ce8b1abfc	I	3002308	L	0	-813	3
9cc951f7-b777-4baa-8163-9d430c9f5f90	I	3002348	L	0	-2577	85
ee3b302d-0f10-4a21-a68e-f98261c1f4fe	I	3153081	R	1	5507	136
c161d07b-4f04-4a7c-be68-1bfa76dd82dd	I	3179133	L	1	-7502	2
345b79f9-27b4-433e-ae0d-69bb98bee0f7	I	3733854	R	1	92	136
4ad27c0e-6751-4340-8ac1-4e143c895486	I	4085648	R	56	20386	2
8263a690-925e-4815-bba7-ccb1c8beec3d	I	4170337	R	8	21648	12
7106d04e-8fe8-4528-8f53-7cb1dcbfb520	I	4194285	R	37	4936	39
8dd491a0-72d8-421d-8207-037322523287	I	4194282	R	24	4863	56
cc2bce56-331c-403e-8e0c-6fd2ea8a941d	I	4194285	R	20	4952	48
7b6c8b40-1aab-4ce6-9685-973e1648a509	I	4194285	R	10	4950	175
107304b6-8322-404a-9e0a-24aabee9a5ad	I	4194285	R	15	20187	64
73132038-d272-4a29-9307-364be8b9a31d	I	4194285	R	10	2140	40
69d74edc-cbe1-49bf-bd49-f31794a61052	I	4194280	R	13	606	72
8bece442-05b8-44b1-a2d6-9be5cb1b211f	I	4194285	R	7	600	50
2a8622ef-650c-4984-8908-b8fc777a7ad5	I	4194285	R	11	4962	50
0f28c74d-43fd-4961-9cea-b871070102fa	I	4194285	R	7	4957	50
6f9524cd-fbdd-4941-a32d-9766b9383549	I	4194285	R	15	4638	65
14a3ffee-c7c7-4c20-9a4a-1082b2130b8e	I	4194285	R	15	4971	30
f3b5dd5b-89d4-4d4d-81e3-2a2bd91fe502	I	4194285	R	8	592	141
288cbfdf-cdac-4edd-b4cd-e2157c351b98	I	4194282	R	6	4960	122
35eacba7-7fc5-40ed-88bc-395102c5e058	I	4194285	R	6	4928	127
1543e0b0-e955-4b1c-aeef-de5404032d54	I	4194285	R	4	4956	115
135c7a5e-0b2e-419e-9d05-dfc58fc97b4e	I	4194285	R	8	7772	50
135c7a5e-0b2e-419e-9d05-dfc58fc97b4e	I	4194069	L	8	-1631	2
e428ef02-2db4-4840-b997-a12ebfc86700	I	4194285	R	21	4997	102
fe453917-00c5-4369-aa88-440e06966c58	I	4194285	R	5	3626	63
35f776b6-8e5d-4d1b-a4d7-5a97d598a718	I	4194286	R	4	4882	41
f2ea1ec9-e563-409a-8af0-4d1316e23d5b	I	4194280	R	12	593	26
cbf5d2ee-6b75-42fb-815b-3c40522cd9c7	I	4194275	R	6	17698	38
4d4d284b-1b0a-4a3b-bb2b-84367738fbfb	I	4194285	R	1	18191	30
e94f389c-6942-445b-8ff4-21081bc5fa1c	I	4194285	R	25	4972	109
0eb740c5-eef7-41c8-89a4-63bc3f59da93	I	4194285	R	13	4610	31
e0ead5cf-fea3-458e-a717-053b503c6458	I	4194276	R	2	18346	69
e09f0ae6-1e70-400d-bc3e-82032542d02e	I	4194285	R	1	4962	155
ddc3e8d8-d03a-40ed-a575-db692c937edf	I	4194285	R	5	3065	64
1fcc501a-561a-4b7a-a51f-4f33ae24828b	I	4196635	R	17	3393	242
483bf0be-c8eb-4448-b5bb-44cbe48ed71d	I	4196635	R	8	3382	133
483bf0be-c8eb-4448-b5bb-44cbe48ed71d	I	4195198	L	8	-125	18
bc912912-9ad2-427d-a69b-33cbb98a8118	I	4196635	R	14	3372	78
9ec273a0-407f-4d1f-8ffb-a2f2771d4a36	I	4199397	R	20	1208	110
c2c3528b-d3a3-4c2a-b1ad-73b56d23f3cf	I	4196635	R	8	3398	86
a12b7610-dfdb-4b27-a528-d5bce3e232d1	I	4196635	R	8	3375	47
0f3793d5-4fff-4505-8cd6-59146cf13d00	I	4196635	R	8	3366	53
cdcefaad-f3f2-4739-a628-d47d50880baf	I	4196631	R	5	3322	27
