d0d71a50-30a6-4d1e-b854-c3f10a8d438b	I	1	L	60	2	90
ff045b2f-4778-4dc8-bd15-60f592486b48	I	1	L	1	2	155
7846ffb7-2aaa-4627-8cfe-1d4fcd70de23	I	1	L	1	2	39
27a54a75-7adf-41f8-9a72-7183c98184dd	I	5213	L	60	6	822
dbf8dd08-3c18-4aed-93d9-d0ecb908e5e5	I	5216	L	60	3	1636
5471d9e5-e46a-4dfa-8365-b5e41939377b	I	5362	L	60	7	90
77b12731-a05e-4c6f-bc63-e273faaa714e	I	5362	L	60	7	461
9ff526b1-d6d3-4ec6-8ae4-a28cf40217e1	I	5364	L	60	5	13
5536592a-a3d5-48ce-8de9-965d27e24ab2	I	5407	L	1	-1	173
eb7ae67a-349e-41f6-93d0-cc091dac388a	I	5413	L	60	4	328
fa8d0eda-1e50-4459-acdb-4dec01104e37	I	5432	L	60	3	174
42b59706-f9f1-45b7-86b9-162942e1146b	I	27181	L	60	-19	12
40a89a70-941d-4017-b401-dca26e1f60ab	I	27181	L	60	0	181
6d96e908-d189-456a-8fea-c3b387244c90	I	27181	L	60	-13	9
c9d46acd-bcaa-440e-8cce-16eabc289a5b	I	27185	L	60	1	88
b91b00c0-5caf-4ef9-abe0-17839a1614b4	I	27185	L	60	1	140
abeb0f66-044d-41f0-a74c-8ee5782aa0bd	I	27185	L	60	1	176
b9b6d51c-0801-4935-9085-7a9a814fc9fb	I	27185	L	60	1	88
503a81ee-0f78-4ba7-a18f-661801415d42	I	27185	L	60	1	92
5ff8de04-6917-41ee-b8e3-359a08401600	I	27185	L	60	1	184
e8ecba05-7a28-4584-bee6-4260d62d5f1d	I	27185	L	60	1	111
13099f71-6bb7-4111-8e32-173018279a1d	I	27185	L	60	1	84
7f2e3c0d-2a61-4be1-b017-135dcf0200a3	I	27185	L	60	1	115
b6bc4f72-2861-4312-a643-0c86f2055339	I	27185	L	60	1	129
f286e78b-9db6-4c1b-8086-f50bb1c507d9	I	27185	L	60	1	109
1b046f70-4864-4e41-8120-1c3553eaa02b	I	27185	L	60	1	50
